author,content,date_time,id,language,number_of_likes,number_of_shares
shakira,He esperado todo el día para ésto!! Shak https://t.co/8T6HCFWzAX,20/05/2016 02:26,7.33E+17,es,8357,1923
shakira,Sasha se me está creciendo!  Shak https://t.co/H0o79mxqD3,19/05/2016 14:07,7.33E+17,es,8789,1880
shakira,Camino a mi tierra! Shak https://t.co/MghDzgQlkS,18/05/2016 22:04,7.33E+17,es,15185,3524
shakira,Estudiantes de la FPD de Colombia visitan Barcelona para el #DesafioEmprende y conocen a Shak https://t.co/2jOcpWVuPH ShakHQ @FundlaCaixa,18/05/2016 20:19,7.33E+17,es,1714,372
shakira,Esta ley merece ser aprobada en el Congreso-nada más importante que el desarrollo de la primera infancia https://t.co/GjMgt9njYW Shak,12/05/2016 13:53,7.31E+17,es,2448,768
shakira,"Shak conoció a los estudiantes de la @fpiesdescalzos, finalistas en el #DesafíoEmprende de @FundlaCaixa ShakHQ https://t.co/Uxx8Klqu5k",09/05/2016 19:37,7.30E+17,es,3018,593
shakira,Gracias a todas las mujeres que cuidan y protegen a los niños! Ustedes son las verdaderas heroínas! Feliz día de la madre! Shak,08/05/2016 19:01,7.29E+17,es,6389,1506
shakira,Shak diseñó este pelón de @juegaterapia para ayudar a los niños enfermos y está en https://t.co/uRsYdUJXiA! ShakHQ https://t.co/6bAQaljtxx,02/05/2016 19:40,7.27E+17,es,3944,994
shakira,"El video Te Aviso, Te Anuncio de Shak con más de 100M de ▶️! 12 videos certificados en @Vevo 
ShakHQ https://t.co/SMfOgBDdVr",01/05/2016 19:35,7.27E+17,es,2522,654
shakira,Muchas gracias a Uds y a @manaoficial por hacer posible estos premios #Billboards2016! Los quiero mucho! Shak https://t.co/Gtu3g20pTz,29/04/2016 16:23,7.26E+17,es,5091,932
shakira,Buscando un regalo para un día especial como el día de la madre? https://t.co/XASTSrobuz ShakHQ #RockByShakira https://t.co/HrCFlB7QSu,28/04/2016 20:15,7.26E+17,es,2794,569
shakira,No se pierdan esta versión a capella de @HomeFreeGuys de la canción Try Everything de @DisneyZootopia! https://t.co/9SeLEXmt2y ShakHQ,28/04/2016 19:05,7.26E+17,es,1566,418
shakira,Felicitaciones @fpiesdescalzos por obtener el 3er puesto académico entre las escuelas de Bquilla! Orgullosa de uds! https://t.co/BIbt1dOfzv,27/04/2016 13:13,7.25E+17,es,5832,973
shakira,"En las dificultades se revela el carácter del ser humano y el tuyo es incomparable, qué suerte tenerte de compañero! https://t.co/GdGdfiuDDz",19/04/2016 15:49,7.22E+17,es,4951,1614
shakira,"Los videos de Shak ya tienen más de 6 MIL MILLONES de reproducciones en https://t.co/DJvKQIjSdT! 
ShakHQ https://t.co/OOL1ZMcVkL",12/04/2016 17:00,7.20E+17,es,4057,951
shakira,El video de Try Everything de #Zootopia ya tiene más de 50 millones de reproducciones! https://t.co/2xqIw3e4CP ShakHQ,04/04/2016 18:15,7.17E+17,es,2963,721
shakira,Mission accomplished! Misión cumplida! https://t.co/YPBvMCkSn2,27/03/2016 14:15,7.14E+17,es,5841,1051
shakira,Driving looking for Easter Eggs! Manejando buscando los huevos de Pascua! https://t.co/o0KkEhKTtA,27/03/2016 13:10,7.14E+17,es,9500,1289
shakira,"#TBT en el rodaje del video de Empire que esta semana cumple dos años! 
ShakHQ https://t.co/zcn2TpnKN6",24/03/2016 15:58,7.13E+17,es,4303,641
shakira,Desde hoy y hasta el 29 de marzo pueden nominar a Shak en los @PremiosJuventud!  https://t.co/Tu8RNJVCvI ShakHQ https://t.co/ZVP9Ps1rmw,15/03/2016 16:35,7.10E+17,es,1904,542
shakira,#TBT cuando Gazelle era un dibujo en una página! Shak con los directores y productores de #Zootopia! ShakHQ https://t.co/WL4p5jCXfK,10/03/2016 21:13,7.08E+17,es,4117,784
shakira,Oh! @GregDunbar1 tuvo una acompañante muy especial para su versión de #TryEverything en @musicallyapp! ShakHQ https://t.co/6In2XT53S4,09/03/2016 20:35,7.08E+17,es,2257,511
shakira,El nuevo video de #TryEverything de @DisneyZootopia ya tiene más de 5 millones de reproducciones! https://t.co/2xqIw3e4CP ShakHQ,08/03/2016 22:45,7.07E+17,es,1635,534
shakira,"Descubran GROW, la nueva app para padres de Shak, @fpiesdescalzos y @FisherPrice! https://t.co/2DYRANXD3g ShakHQ
https://t.co/mJNAeVI8NP",07/03/2016 22:41,7.07E+17,es,1194,353
shakira,"Ya han visto a Shakira en el video oficial de su nueva canción, #TryEverything de la película #Zootopia? https://t.co/TVVArw03nB ShakHQ",06/03/2016 21:01,7.07E+17,es,1783,574
shakira,Ya está aquí! El vídeo oficial de #TryEverything - la nueva canción de Shak del film #Zootopia https://t.co/fPl0jmsEPM @VevoLatino ShakHQ,04/03/2016 14:46,7.06E+17,es,1862,761
shakira,"Hoy los alumnos de la @fpiesdescalzos vieron #Zootopia gracias a #CompromisoDisney! Cómo ven, están ZOOPER felices! https://t.co/gguHBcvGYT",03/03/2016 19:49,7.05E+17,es,2390,549
shakira,"Quieren conocer a Gazelle, el personaje de Shak en #Zootopia? Si la respuesta es SÍ no se pierdan este video! ShakHQ
https://t.co/HRrOb277dd",29/02/2016 17:09,7.04E+17,es,2781,856
shakira,¡Queremos conocer las mejores iniciativas en 1ra infancia! Participa #PremiosALASBID 2016 @MorenoBID @MovimientoALAS https://t.co/n5XW2ywBBV,25/02/2016 17:56,7.03E+17,es,1399,397
shakira,#TryEverything la nueva canción de Shak para #Zootopia está disponible en iTunes aquí https://t.co/jZFyUFM7oc ShakHQ https://t.co/WX4tXQfmhz,22/02/2016 21:32,7.02E+17,es,2571,715
shakira,Increíble! Muy feliz de poder compartir que #Zootopia es #1 en América Latina y España!Gracias en nombre de Gazelle! https://t.co/asWUSsFCMj,21/02/2016 19:35,7.01E+17,es,7005,1623
shakira,"""#Zootropolis: Disney apuesta por la diversidad"" https://t.co/jATgdbbIzS ShakHQ",13/02/2016 16:24,6.99E+17,es,1955,574
shakira,Ayuden a un niño de las escuelas de la @fpiesdescalzos donando un kit escolar! 📚📓📝 https://t.co/Q4bziT8iVl ShakHQ https://t.co/tF5sbDeWnf,12/02/2016 18:49,6.98E+17,es,1846,517
shakira,"Esta semana hará 7 años, Shak en la inauguración de la escuela de la @fpiesdescalzos en Barranquilla!
ShakHQ #TBT https://t.co/RcB5QYrKr2",11/02/2016 16:05,6.98E+17,es,2655,613
shakira,En este San Valentín tu eres la estrella ⭐! Descubre #LoveRockByShakira! https://t.co/XASTSrobuz ShakHQ https://t.co/QjlJmUbQNZ,09/02/2016 20:05,6.97E+17,es,2246,657
shakira,A Sasha le gusta tanto Gazelle que le ha estado comiendo su faldita de flecos!! Shak https://t.co/5E1jvVaygP,08/02/2016 16:34,6.97E+17,es,4769,1127
shakira,Muchas gracias por estos videos por el día de mi cumple! Los quiero mucho! Gracias por inspirarme! https://t.co/fyYxdoFiXB,04/02/2016 22:25,6.95E+17,es,2242,580
shakira,@ThePerezHilton Muchas gracias Perez por tu apoyo y cariño! Muchos besitos!,04/02/2016 21:27,6.95E+17,es,514,193
shakira,"En la Premiere de #Zootropolis, estrenando mi nueva Polaroid, obsequio de mi club de fans de España. Shak https://t.co/FdM2IDilxG",03/02/2016 22:07,6.95E+17,es,3586,883
shakira,Overwhelmed with all the love. #birthdaygirl / muy emocionada por todo el cariño. Shak,03/02/2016 00:04,6.95E+17,es,3352,1002
shakira,Peloteando hoy con campeona de Roland Garros Junior @paulabadosa15. Vamos Shaki vamos! https://t.co/99cXxPrPjK,01/02/2016 16:16,6.94E+17,es,5583,1032
shakira,Muchas gracias por todas las felicitaciones y mensajes que nos mandaron ayer por el cumple de Sasha!,30/01/2016 18:26,6.94E+17,es,4604,923
shakira,"Wow! 1,000,000,000 de reproducciones de Waka Waka! La canción y el video que cambiaron mi vida. https://t.co/0W2ycgt3DI Shak",25/01/2016 16:24,6.92E+17,es,3893,1306
shakira,Papa yo también como tú siento a Barranquilla en mi corazoncito. Gracias por este artículo! https://t.co/1RIYtel995 @elheraldoco,24/01/2016 19:49,6.91E+17,es,4330,1320
shakira,"Muchas gracias por todos sus mensajes y vídeos por el cumple de Milan, nos han hecho muy felices!",23/01/2016 00:09,6.91E+17,es,4205,893
shakira,"Video: vean a Shak en el estudio grabando #TryEverything de @DisneyZootopia (en cines 4 de Marzo) 
https://t.co/qe8sm8zTdg  ShakHQ",22/01/2016 17:08,6.91E+17,es,1794,603
shakira,Ayuden a poner un fin a la #CrisisEnSiria. Súmanse y compartan esta poderosa apelación https://t.co/tuzjNqYUlc https://t.co/9Mfeod0NXk,21/01/2016 16:39,6.90E+17,es,2929,1486
shakira,Apadrina un niño o una niña de Colombia y haz parte del cambio https://t.co/4cE38ABpYk #ApadrinaFPD @fpiesdescalzos https://t.co/KARejlglSY,19/01/2016 18:58,6.90E+17,es,1791,485
shakira,No se pierdan el video de @CloudyApples y @shakira viendo videos musicales grabado en la fiesta #LoveRocks https://t.co/TVP7X8a391 ShakHQ,15/01/2016 18:56,6.88E+17,es,1548,399
shakira,"Feliz cumple Can't Remember To Forget You ft. @Rihanna, una canción que fue lanzada hace dos años hoy! #CRTFY ShakHQ https://t.co/PyAftjCDQH",13/01/2016 16:53,6.87E+17,es,5041,1201
shakira,Yo también tengo un video del entrenador y su alumno! https://t.co/qS3nnpejmh,11/01/2016 18:29,6.87E+17,es,6469,1955
shakira,"""Así suena Shakira para ‘Zootopia’, la nueva ‘peli’ de Disney"" https://t.co/EUa3pcoXde ShakHQ",11/01/2016 14:02,6.87E+17,es,2044,603
shakira,"La canción de Shak #TryEverything, de la película @DisneyZootopia ya está en iTunes! https://t.co/jZFyUG3IfK ShakHQ
https://t.co/kunxAMRCFx",08/01/2016 20:37,6.86E+17,es,1724,632
shakira,"El nuevo sencillo de Shak, Try Everything, de la película @DisneyZootopia ya está disponible! Escuchen: https://t.co/00u2cGiyWQ ShakHQ",08/01/2016 14:16,6.85E+17,es,1411,559
shakira,"Mañana! Llega la nueva canción de Shak, Try Everything, de la nueva película, @DisneyZootopia ! 
ShakHQ https://t.co/i3zBAeB0gF",07/01/2016 19:26,6.85E+17,es,2852,875
shakira,With director @GustavoDudamel / Con el director Gustavo Dudamel. Shak https://t.co/4x7Yml10Dh,06/01/2016 21:06,6.85E+17,es,4114,1312
shakira,Me derrito! Shak https://t.co/QZcuHoHNKX,04/01/2016 15:20,6.84E+17,es,17159,4862
shakira,Con papa y mama! https://t.co/7b1N2zoC9R,31/12/2015 22:08,6.83E+17,es,8061,1542
shakira,Con mi suegrita!! https://t.co/9BmZ9QYs1h,31/12/2015 22:06,6.83E+17,es,6071,1091
shakira,"En la familia tenemos ya más de un atleta! Mira y aprende @3gerardpique!
Shak https://t.co/6O5CmjdLML",28/12/2015 15:46,6.82E+17,es,3489,1029
shakira,Primera Navidad de Sasha! Shak https://t.co/qBLot5dfh0,25/12/2015 14:22,6.80E+17,es,4721,1051
shakira,Noche en Tokio https://t.co/2HxtKN5dkg,22/12/2015 12:51,6.79E+17,es,7725,1880
shakira,Gran día! https://t.co/DTD77oYzk4,20/12/2015 19:01,6.79E+17,es,7281,2161
shakira,.@LoveRocks es el juego GRATUITO que Shak desarrolló con los creadores de Angry Birds https://t.co/ec8zB4iAoW ShakHQ https://t.co/l340pQfRDJ,20/12/2015 16:39,6.79E+17,es,1606,490
shakira,#TBT Here's Shak in the Sale El Sol video (2010)… Aquí está Shak en el video de Sale El Sol (2010)  ShakHQ https://t.co/u7zrdhubgY,17/12/2015 17:11,6.78E+17,es,3362,922
shakira,Deja tu huella en la educación de 2000 niños #ApadrinaFPD  https://t.co/4cE38ABpYk @fpiesdescalzos https://t.co/9ghBolzQGl,16/12/2015 18:01,6.77E+17,es,1137,299
shakira,"Necesitan ideas para regalos de Navidades? Descubran las fragancias de Shak aquí ... https://t.co/XASTSrobuz
ShakHQ https://t.co/YDprRt42PW",15/12/2015 19:38,6.77E+17,es,2798,595
shakira,"#TBT un día de Diciembre del 2009 cuando ayudamos a 4 fans a que hicieran realidad uno de sus sueños.... https://t.co/JWSgxILZ8b
ShakHQ",10/12/2015 19:41,6.75E+17,es,1265,377
shakira,".@LoveRocks añadirá mañana un nuevo mundo con 40 niveles nuevos!  https://t.co/ec8zB4Abgu
ShakHQ
https://t.co/xDFAAIdkw0",07/12/2015 16:37,6.74E+17,es,1946,506
shakira,Ayer con la alianza Primero lo Primero inauguramos un nuevo centro para la primera infancia en Cartagena! https://t.co/ceQmWou608,04/12/2015 14:26,6.73E+17,es,2381,606
shakira,Feliz con la entrega del nuevo centro para la 1a infancia en Cartagena! 425 niñ@s con atención de calidad gracias a  Primero lo Primero!,03/12/2015 15:13,6.72E+17,es,2181,603
shakira,Shak se reunió con los ganadores del concurso #RockByShakira y conversó con ellos! Pueden ver el video aquí: https://t.co/E3VBFnyRi0 ShakHQ,21/11/2015 15:12,6.68E+17,es,1708,505
shakira,#FightUnfair  @UNICEFenEspanol Injusto es ...  https://t.co/VGujnDgy05 https://t.co/BkcGjbsjTD,20/11/2015 12:44,6.68E+17,es,3012,1076
shakira,"Ya se han bajado / actualizado el juego de @LoveRocks? Hemos añadido un nuevo nivel, Miami https://t.co/ec8zB4iAoW ShakHQ",16/11/2015 19:24,6.66E+17,es,1266,340
shakira,Bienvenidos a Miami! Nueva actualización de @LoveRocks con 40 nuevos niveles! https://t.co/ec8zB4iAoW ShakHQ https://t.co/N6tfpulyh4,12/11/2015 16:23,6.65E+17,es,1632,468
shakira,Incredible! 600m views! / Increíble! 600 millones de reproducciones! https://t.co/mznCMsqXF0  ShakHQ,11/11/2015 21:56,6.65E+17,es,1669,721
shakira,Último día para conseguir Sale El Sol gratis en @GooglePlay al superar nivel 52 @LoveRocks https://t.co/ec8zB4iAoW *mirar países part SHQ,11/11/2015 16:53,6.64E+17,es,1129,315
shakira,Todos los niños cuentan. Feliz de presentarles este vídeo de los #PremiosAlasBid que se entregan este martes https://t.co/bZApb9fgFg @el_BID,05/11/2015 15:46,6.62E+17,es,1655,497
shakira,Así es como creamos mis fragancias...con el maestro perfumista! Shak https://t.co/UmL8qIsiQx,27/10/2015 14:11,6.59E+17,es,2303,820
shakira,Shak habló con @elperiodico acerca de su nuevo juego @LoveRocks. Aquí les dejamos con la entrevista ShakHQ https://t.co/bJUAhUtW3L,25/10/2015 17:56,6.58E+17,es,1818,520
shakira,"Superando el nivel 12 @LoveRocks conseguirán de gratis el álbum She Wolf en @GooglePlay! ShakHQ
*mirar países part https://t.co/RWyJ0rtlzT",23/10/2015 17:19,6.58E+17,es,1763,523
shakira,"En este video Shak habla de @loverocks, su nuevo juego que pueden bajarse de gratis https://t.co/ec8zB4iAoW https://t.co/FHDSkQg3Wz ShakHQ",22/10/2015 20:46,6.57E+17,es,830,461
shakira,Clases en el colegio Elie Dubois que apoyamos en Haití con la @fpiesdescalzos y el @el_BID ! Shak https://t.co/GNuaSjhx7E,20/10/2015 19:19,6.57E+17,es,1139,340
shakira,Shak gestionará la cuenta de @GooglePlayMusic hoy a las 5pm ET/ 11pm CET para celebrar el lanzamiento del juego @LoveRocks! ShakHQ,20/10/2015 18:20,6.57E+17,es,688,247
shakira,"Estudiando Sur América con Mama. Ahora vamos por Chile y las Guayanas... Shak
https://t.co/uaQmLboJnV",19/10/2015 13:54,6.56E+17,es,5725,3334
shakira,Muchas gracias Colombia! @LoveRocks Es núm 1! Pueden bajarse el juego de gratis aquí http://t.co/ec8zB4iAoW ShakHQ http://t.co/uFxR9dfL94,18/10/2015 17:34,6.56E+17,es,1034,388
shakira,Ya se han bajado @LoveRocks? El nuevo juego de Shak http://t.co/ec8zB4iAoW https://t.co/4ospGhDcEy (subtítulos si hacen click en CC) ShakHQ,17/10/2015 09:53,6.55E+17,es,808,278
shakira,"My new game, @LoveRocks is finally here! Mi nuevo juego #LoveRocks ya está aquí  https://t.co/DKXVUHwOf8  http://t.co/ec8zB4iAoW",16/10/2015 17:42,6.55E+17,es,4187,1350
shakira,"Mi nuevo juego, @LoveRocks, ya esta aquí! Esta genial - espero que los disfruten tanto como yo! http://t.co/ec8zB4Abgu Shak #LoveRocks",15/10/2015 14:04,6.55E+17,es,1042,491
shakira,Hoy vamos a prender la cuenta de @PeriscopeCo de Shak con el lanzamiento de @LoveRocks - https://t.co/9aJ51QiovN ShakHQ,15/10/2015 11:45,6.55E+17,es,1043,338
shakira,"Wow, 35 million! Thanks guys! 35 millones! Increíble! Shak http://t.co/2NNBVg9m4u",11/10/2015 14:18,6.53E+17,es,6428,1867
shakira,No se pierdan este vídeo de @unicef_es que resume la semana de Shak en Naciones Unidas http://t.co/AKoTKpVN0c ShakHQ,09/10/2015 14:30,6.52E+17,es,1266,515
shakira,"Gurus?! Quién hubiera pensado que necesitaría uno para crear un juego con la gente de Angry Birds... Shak
https://t.co/Zoz9g6qcDl",08/10/2015 13:16,6.52E+17,es,2397,894
shakira,Ya vieron a Shak contestando la llamada de los creadores de @AngryBirds?! https://t.co/Ti3al7yhk2 ShakHQ,06/10/2015 18:21,6.51E+17,es,1202,411
shakira,Qué buenos minutos de Jackson Martínez! Ya estamos empezando a ver su mejor versión! Shak,04/10/2015 20:25,6.51E+17,es,2905,1458
shakira,The Mighty Eagle &amp; I have a surprise coming… / El Mighty Eagle y yo tenemos una sorpresa que ya está en camino… https://t.co/Ti3al7yhk2 Shak,02/10/2015 16:52,6.50E+17,es,1488,653
shakira,Han visto a Gazelle en el póster de #Zootopia de @DisneyAnimation? Aquí la tienen en un anuncio de Preyda! ShakHQ http://t.co/pH7xHVMFE6,30/09/2015 18:30,6.49E+17,es,1873,689
shakira,"Shakira, frente al Papa en la @UN, dedica su actuación a los hermanos Aylan y Galip Kurdi y a los niños refugiados https://t.co/1k4lpOmNHj",25/09/2015 23:18,6.48E+17,es,1799,893
shakira,Shak está a punto de cantar en en la ceremonia de inauguración de la Asamblea General de @UN. #UNGA https://t.co/4ie5f14OW9 ShakHQ,25/09/2015 14:52,6.47E+17,es,1108,443
shakira,En 45min Shak cantará en la ceremonia de inauguración de la Asamblea General de @UN. Para verlo en vivo http://t.co/BjGXAa41cx #UNGA ShakHQ,25/09/2015 13:56,6.47E+17,es,1180,451
shakira,"Las madres de todo el mundo tienen unas esperanzas y deseos similares para sus hijos http://t.co/2f2rwbMjWu
ShakHQ http://t.co/77rEw44Kj0",25/09/2015 01:20,6.47E+17,es,2576,738
shakira,Para más información sobre este foro centrado en Desarrollo Infantil Temprano visiten http://t.co/2f2rwbMjWu ShakHQ https://t.co/L9rEIMvXTl,24/09/2015 16:23,6.47E+17,es,985,342
shakira,Para tener todos los detalles de la conferencia de Shak pueden seguir a @educationnation o #FPHappyFactor SHQ http://t.co/IyLIRhvcMS,24/09/2015 14:17,6.47E+17,es,941,335
shakira,Here are the images that Shak was referring to in her speech / Aquí las fotos que Shak mencionaba en su discurso SHQ http://t.co/dXN3uDevht,23/09/2015 15:52,6.47E+17,es,1572,574
shakira,"Vean el discurso íntegro que Shak realizó ayer en @UN con @unicef_es #UNGA (CC para subtítulos en español) https://t.co/E8y09cr41k
ShakHQ",23/09/2015 15:32,6.47E+17,es,1079,486
shakira,Shak habló hoy sobre la crisis de los refugiados sirios en @UN con @unicef_es (vídeo con subtítulos) ShakHQ https://t.co/VAW5tQ7zHB,23/09/2015 03:07,6.47E+17,es,1348,529
shakira,"Had a very productive ""Meeting of the Minds"" today at the @UN Hoy en una reunión muy productiva que hemos convocado https://t.co/K0gYPwt7jf",23/09/2015 00:03,6.46E+17,es,1165,409
shakira,59 millones de niños aun no han podido entrar. Alcemos la voz de nuevo. #upforschool https://t.co/76A6jdWpFk,18/09/2015 19:52,6.45E+17,es,1321,595
shakira,"Hace 15 años, los líderes del mundo se comprometieron a tener todos los niños en el colegio para el 2015 (1/2)",18/09/2015 19:52,6.45E+17,es,1046,523
shakira,El Shakira bird es un invitado especial @AngryBirds POP! Pueden descargarlo de gratis  http://t.co/zpJ83NoyHA ShakHQ http://t.co/vXj1znfcGE,17/09/2015 13:49,6.45E+17,es,1373,612
shakira,Firma la petición para decirles a nuestros líderes de hoy que hay que hacer más para criar los líderes de mañana. https://t.co/76A6jdWpFk,16/09/2015 22:23,6.44E+17,es,1316,524
shakira,"Getting kids in school affects us all / Tengas hijos o no, tener a todos los niños del mundo en el colegio nos afecta a todos #UpForSchool",16/09/2015 22:13,6.44E+17,es,1368,489
shakira,"No se pierdan el anuncio de televisión de la nueva fragancia de Shakira, Love Rock! ShakHQ
https://t.co/nRcPQSwnAD",09/09/2015 15:01,6.42E+17,es,1700,686
shakira,Last night on stage with my friends from @manaoficial / Anoche en el escenario con mis amigos de Maná. Shak http://t.co/MYTGY1O2wy,07/09/2015 09:58,6.41E+17,es,4696,1485
shakira,Gracias por compartir sus recuerdos de momentos juntos - Me encantan! #LoveRockbyShakira http://t.co/q7h3aXmrIe,04/09/2015 15:10,6.40E+17,es,2658,799
shakira,Ya es hora de preparar para el año escolar pero 59 millones de niños aun no están en el colegio.Firma la petición y alza tu voz #upforschool,02/09/2015 19:21,6.39E+17,es,2577,1044
shakira,Mi primer Grammy del año 2001! Guardan algún recuerdo de nuestro tiempo juntos? Para compartirlos: #LoveRockbyShakira http://t.co/X7GDifoKBA,29/08/2015 16:42,6.38E+17,es,2434,862
shakira,Firma esta peticion #UpForSchool para que 59 millones de niños sin acceso a la educación puedan asistir a la escuela https://t.co/nKYLI1PwS0,27/08/2015 20:17,6.37E+17,es,2025,922
shakira,"My baby and blue skies!
Mi niño y el cielo azul! Shak http://t.co/1Gc2DMf9vx",23/08/2015 19:29,6.36E+17,es,12099,3381
shakira,"y ""Try Everything"" mi nueva canción para la película. Shak",14/08/2015 23:08,6.32E+17,es,3181,1269
shakira,Feliz de haber participado en la nueva película de @DisneyAnimation #Zootopia en donde estaré interpretando a Gazelle http://t.co/M6fyi8HYNG,14/08/2015 23:06,6.32E+17,es,4295,1762
shakira,#TBT En esta semana se cumplen 16 años de la grabación del álbum MTV Unplugged! https://t.co/sXtO5HfZCl ShakHQ,13/08/2015 15:25,6.32E+17,es,2222,840
shakira,"El vídeo de la canción ""No"" feat. Gustavo Cerati se estrenó hoy hace 10 años! https://t.co/iHm9Bf9S83  ShakHQ",22/07/2015 16:24,6.24E+17,es,2757,1187
shakira,.@JuanLuisGuerra atrapado en el elevador de mi casa!! JL espero quieras volver a visitarme!! Shak http://t.co/f6fwB5LvWe,21/07/2015 13:40,6.23E+17,es,4883,1357
shakira,Feliz 20 aniversario @ShakiraPD! Muchas gracias por su apoyo y por todo el esfuerzo que dedican a ayudar a @fpiesdecalzos! Los quiero!,15/07/2015 19:57,6.21E+17,es,2593,855
shakira,Shak's Rabiosa video just hit 200m views! El video de Rabiosa ya tiene 200 millones de reproducciones! https://t.co/j2KcG3UkAM ShakHQ,14/07/2015 11:26,6.21E+17,es,2293,800
shakira,Muy emocionante ver en los #PremiosALASBid más de 1200 solicitudes para los maestros más dedicados!Es un honor poder reconocer sus esfuerzos,13/07/2015 20:25,6.21E+17,es,2051,680
shakira,Shak's She Wolf single is 6 years old this week! / La canción She Wolf cumple esa semana 6 años! #Auuuuuuu ShakHQ http://t.co/gCVpK501g7,12/07/2015 19:35,6.20E+17,es,6387,1936
shakira,"... hoy son 17 centros en Colombia sirviendo mas de 9,000 niños y niñas. Shak",03/07/2015 16:05,6.17E+17,es,3639,1121
shakira,"Con la apertura de estos 2 centros, la colaboración de @MovimientoALAS, @fpiesdescalzos y nuestros socios estratégicos (1/2)",03/07/2015 16:04,6.17E+17,es,2029,614
shakira,Con la alianza Primero lo Primero se inauguran hoy 2 nuevos Centros de Desarrollo Infantil en Santa Marta q benefician a 1400 niños y niñas.,02/07/2015 17:21,6.17E+17,es,2564,865
shakira,Nadie viviendo en este siglo debería apoyar tanta ignorancia.  2/2 http://t.co/jsx0KHdmzO,30/06/2015 19:28,6.16E+17,es,6022,4748
shakira,Este discurso racista y odioso intenta dividir a un país q durante años se ha encaminado en la defensa de la diversidad y la democracia 1/2,30/06/2015 19:28,6.16E+17,es,6266,4151
shakira,"Noche feliz! Celebrando con la familia, Milan y Sasha el bebe del año del triplete!! Shak #UCLfinal http://t.co/AN03SHZf7H",06/06/2015 22:52,6.07E+17,es,5840,2553
shakira,"#TBT Fijación Oral, Vol. 1 is ten years old this week! Fijación Oral, Vol.1 celebra 10 años esta semana! ShakHQ http://t.co/3q6qzRGmb9",04/06/2015 15:48,6.06E+17,es,5161,1673
shakira,Con mi suegrito! Shak http://t.co/ViP9rEErrn,31/05/2015 15:26,6.05E+17,es,3745,1092
shakira,#TBT Hace 4 años Shak realizó una visita muy emotiva a Líbano y allí hizo su primer show https://t.co/Hkk0tIhXjC ShakiraHQ,28/05/2015 17:40,6.04E+17,es,1592,600
shakira,No estoy perdido! Estoy en el Camp Nou!! http://t.co/no97R8cbv6,23/05/2015 23:58,6.02E+17,es,4900,2219
shakira,Felicidades FCB por este titulo fruto del esfuerzo! Y a mi campeón 3 ligas hemos celebrado juntos y vamos por mas! :) http://t.co/8e07zmrNLM,17/05/2015 20:00,6.00E+17,es,5767,3583
shakira,Aquí está Shak en el lanzamiento de @3DWhite en Barcelona este fin de semana... ShakHQ http://t.co/vDTJKyxtbi,11/05/2015 16:50,5.98E+17,es,2988,1087
shakira,On set today! De rodaje hoy! @3DWhite http://t.co/1mdnmzjQNc,06/05/2015 17:27,5.96E+17,es,4677,1786
shakira,...Hoy dedicatoria con besito!! Cómo sabes hacerme feliz! Shak http://t.co/i1cm9FbyvK,02/05/2015 18:28,5.95E+17,es,5059,2139
shakira,"Enseñar a su hij@ a leer a una edad temprana les da confianza, comprenden el mundo mejor ... http://t.co/LFZdUJx2Df",01/05/2015 15:49,5.94E+17,es,2392,894
shakira,"""Sabías que es más fácil enseñarle a leer a un bebe que a un niño de 5 años?"" 
Glenn Doman",21/04/2015 14:26,5.91E+17,es,2207,933
shakira,Acabo de recibir mis 3 @GWR récord enmarcados. Y como es lógico he decidido relajarme con ellos un rato en el sofá! http://t.co/0SEQB1aKxE,20/04/2015 21:52,5.90E+17,es,3486,1334
shakira,Quedan solo 15 días para nominar a los premios ALAS-BID a aquellos educadores extraordinarios que conoces. Participa ya! @MovimientoALAS,16/04/2015 21:32,5.89E+17,es,1343,440
shakira,Hoy en Nueva York @HispanicEd está discutiendo estrategias de mejoramiento de la educación para #latinos en EEUU ShakHQ,14/04/2015 22:03,5.88E+17,es,1677,554
shakira,"""El Baby Shower Mundial ha tenido un gran impacto, según @unicef_es"" Más información: http://t.co/3mUGNJguny 👍
ShakHQ http://t.co/BDYTMEnpCY",09/04/2015 19:50,5.86E+17,es,2065,738
shakira,Celebramos estos 202 años de mi Barranquilla querida!!,07/04/2015 19:51,5.86E+17,es,3750,1788
shakira,Shak en el lanzamiento de la fragancia S by Shakira en la primavera del 2013 en París! #TBT ShakHQ http://t.co/SEYGpykNtA,02/04/2015 20:15,5.84E+17,es,2608,948
shakira,Qué alegria ver que les gusta la canción tanto como nosotros! @manaoficial --a ver que se nos ocurre para la próxima! http://t.co/hSvtB96tkZ,01/04/2015 20:42,5.83E+17,es,2442,928
shakira,Desde ayer más de 632 niñ@s de 0 a 5 en #QuintanaRoo serán beneficiados con la inauguración de dos nuevos CIPIs! Shak http://t.co/hu1OA4BBuP,31/03/2015 16:08,5.83E+17,es,2320,1443
shakira,"Sasha ""haciendo ejercicio"" con su gimnasio de mi colección de @FisherPrice - le encanta! http://t.co/yMl8IuwQbp http://t.co/pabYglErFZ",30/03/2015 20:29,5.83E+17,es,2140,795
shakira,I'm excited to join the @WeHeartIt community ... Me hace mucha ilusión unirme a la comunidad de @weheartit ... http://t.co/4048O5fXB1 Shak,30/03/2015 15:13,5.83E+17,es,1529,546
